timestamp,cpu__frontend,memory__frontend,cpu__checkoutservice,memory__checkoutservice,cpu__paymentservice,memory__paymentservice,cpu__productcatalogservice,memory__productcatalogservice,cpu__cartservice,memory__cartservice,cpu__currencyservice,memory__currencyservice,cpu__shippingservice,memory__shippingservice,cpu__recommendationservice,memory__recommendationservice,cpu__emailservice,memory__emailservice,cpu__adservice,memory__adservice,cpu__redis-cart,memory__redis-cart
1780906364.0,0.008143720940385507,20258816.0,0.0008329618597287832,16326656.0,0.000763652697112728,52129792.0,0.0040122271969803185,16490496.0,0.0033686303753417916,70991872.0,0.004660298629576652,52707328.0,0.000620660579633332,14651392.0,0.005035885976113618,41721856.0,0.00246718442878374,46739456.0,0.0012747362207629574,108920832.0,0.0015538890363685103,6426624.0
1780906379.0,0.008939195880372352,20250624.0,0.000931210847672668,16326656.0,0.000487276926306829,52445184.0,0.003827914966716709,16482304.0,0.0023899523696048236,71065600.0,0.005034034304223046,52781056.0,0.0005942414492753564,14659584.0,0.004893986953080187,41738240.0,0.002532165381920109,46735360.0,0.001260974361162002,108916736.0,0.0015928774845130648,6430720.0
1780906394.0,0.007898973051538125,20246528.0,0.0005856950380970065,16326656.0,0.0003832350619805752,52232192.0,0.002539800000000003,16482304.0,0.0033280243421209155,71118848.0,0.004598479427549216,52875264.0,0.0007401266666666591,14659584.0,0.0049920492721164614,41721856.0,0.0023639919378978863,46735360.0,0.0011981379697139647,108916736.0,0.00154558191491376,6434816.0
1780906409.0,0.008404885337197047,20246528.0,0.0005088721466321916,16326656.0,0.00038236378382360415,52150272.0,0.003624994675640038,16482304.0,0.0034444901315789497,71118848.0,0.004378072792968342,52920320.0,0.0007569436236851433,14655488.0,0.0048383244409126525,41734144.0,0.002245506129887332,46735360.0,0.001228764478764454,108929024.0,0.0012394701567223355,6688768.0
1780906424.0,0.007982928655471186,20574208.0,0.0005364034568485823,16326656.0,0.00046214614878213096,52170752.0,0.004059887665037571,16621568.0,0.003293131466891557,71114752.0,0.0043525159162383885,53485568.0,0.0004902310125315287,14655488.0,0.004884340346149895,41730048.0,0.002186714257386491,46739456.0,0.001487663422785869,109146112.0,0.0014687935507386436,6430720.0
1780906439.0,0.008294515757890097,20320256.0,0.0005762524876698169,16359424.0,0.0003857757769618801,52215808.0,0.004149877278186853,16658432.0,0.003656167333128269,71467008.0,0.004434948911357163,53014528.0,0.00048629878081983107,14659584.0,0.003885654620578037,41730048.0,0.0021728180290599896,46735360.0,0.0013111227679671038,108924928.0,0.001474053653929586,6430720.0
1780906454.0,0.008271011850501222,20373504.0,0.0005839361280773785,16490496.0,0.00041521197007502207,52215808.0,0.004258513455262015,16486400.0,0.0036084800396726916,71139328.0,0.0043014487605611785,53071872.0,0.0005797568908999848,14659584.0,0.00512007924885864,41721856.0,0.002238256029684604,46735360.0,0.0015441363180754687,108929024.0,0.0015174042533389232,6168576.0
1780906469.0,0.007888598402323964,20508672.0,0.0004108741495245346,16490496.0,0.0003358957932950012,52301824.0,0.0038022162834631195,16666624.0,0.0033707409698961327,71151616.0,0.0036025889073152176,53129216.0,0.0006236829208527274,14659584.0,0.00508934558041912,41721856.0,0.002227944456836935,46735360.0,0.0012737305840675249,108929024.0,0.0015401495517695341,6430720.0
1780906484.0,0.007635119202254178,20242432.0,0.00038018363434567584,16400384.0,0.00030841327252704943,52326400.0,0.003628379866395801,16535552.0,0.0029455959342375567,71151616.0,0.0034228059810026026,53153792.0,0.0005547725816784124,14659584.0,0.004677042801556421,41721856.0,0.0021567905996854437,47005696.0,0.001246408283098553,109051904.0,0.0015174497283903584,6430720.0
1780906499.0,0.006996586428109123,20504576.0,0.00028531242518553784,16400384.0,0.0002333881814443734,52244480.0,0.0033163777134888497,16560128.0,0.0027877355537469597,71147520.0,0.003598122866894273,53219328.0,0.00032064221321523827,14659584.0,0.004654256947515292,41742336.0,0.002069783651165395,46735360.0,0.0009670841708608074,109051904.0,0.0015972866294243152,6430720.0
1780906514.0,0.006852293291731584,20250624.0,0.0002969472417505778,16412672.0,0.00025462214257586233,52256768.0,0.0036406406825025602,16424960.0,0.0028873562701109134,71147520.0,0.003740771698368966,53547008.0,0.0004546262527199734,14659584.0,0.004631753300531125,41742336.0,0.002012505125051295,46735360.0,0.001160103690902407,109056000.0,0.0015935989787544422,6430720.0
1780906529.0,0.006608342289091912,20246528.0,0.00043840791130493655,16400384.0,0.0002672372891004202,52297728.0,0.0034983094632070858,16424960.0,0.00224866769771103,71155712.0,0.0038704680980777098,53354496.0,0.00046674380643428257,14659584.0,0.0044848146557893796,41721856.0,0.002087023080546415,46735360.0,0.0011242848230995609,108941312.0,0.0015418892666343087,6168576.0
1780906544.0,0.007048435973853511,20766720.0,0.0005552780601132616,16400384.0,0.0003780328198933876,52363264.0,0.003554683710445949,16424960.0,0.0029195812637968946,71188480.0,0.003656788793103433,53403648.0,0.0005295316351684466,14659584.0,0.004338815120434508,42008576.0,0.002204089707015366,46735360.0,0.002075433896330816,108969984.0,0.0011525755927961194,6168576.0
1780906559.0,0.0072353575278476,20250624.0,0.0005651951302764835,16396288.0,0.00044131181541279805,52273152.0,0.0035790328599336735,16424960.0,0.0030638054555851206,71196672.0,0.0035850082472966994,53456896.0,0.0005972811671087525,14659584.0,0.004859265442403968,41746432.0,0.0022363822176800917,46735360.0,0.001740914307901384,108969984.0,0.0013804493455632253,6168576.0
1780906574.0,0.007383596108688316,20254720.0,0.0005146824245939681,16396288.0,0.000423612802650253,52285440.0,0.003990778663396708,16429056.0,0.003129615152665766,71192576.0,0.003679613543313875,53514240.0,0.0005653429291732222,14659584.0,0.005007658962346717,42020864.0,0.0022234199875467127,46735360.0,0.002473514385587532,109092864.0,0.001379438892486494,6688768.0
1780906589.0,0.007100906508480184,20623360.0,0.0004784965666787082,16400384.0,0.0002687090180253132,52310016.0,0.0021458657377049013,16424960.0,0.002848283328178158,71172096.0,0.003372051782230893,53542912.0,0.000657395175889235,14659584.0,0.005110214348206555,41738240.0,0.002174944961569677,46735360.0,0.0011726142849521927,109092864.0,0.0010090750000000261,6688768.0
1780906604.0,0.007527292301349229,20205568.0,0.0008884148486981035,16400384.0,0.0002611999010945562,52338688.0,0.003674796150738291,16670720.0,0.0028910678307588226,71172096.0,0.004383985858321352,53694464.0,0.0006465778811388294,14659584.0,0.0047722647714481285,41738240.0,0.002203313851217197,46735360.0,0.0011277561608300619,109092864.0,0.001457213408893093,6168576.0
1780906619.0,0.008019623015873063,20078592.0,0.0008013525127787577,16400384.0,0.01941308587978007,56623104.0,0.003862231814685029,16744448.0,0.003229829143801965,71196672.0,0.004273493949443261,53751808.0,0.000663719823189389,14659584.0,0.004603389270457086,41738240.0,0.002179879232262214,46735360.0,0.0013727632484514221,109109248.0,0.0014690840443267873,6168576.0
1780906634.0,0.007951223241590233,20119552.0,0.0008143856104276924,16396288.0,0.06582795529980179,56786944.0,0.003933212806659797,16490496.0,0.003248142644873731,71196672.0,0.00466558038485412,54034432.0,0.0005246963562753002,14663680.0,0.004748569248378381,41750528.0,0.0021677468171200807,46735360.0,0.0017390029966971043,109117440.0,0.0014543398978847505,6172672.0
1780906649.0,0.007682002296012325,20197376.0,0.00037147767341254615,16396288.0,0.13179670950280248,56537088.0,0.0036889261137269167,16490496.0,0.0019969523975775587,71172096.0,0.003766028778386896,54059008.0,0.0004744394618834095,14671872.0,0.004590139290160469,41738240.0,0.0017634617264189318,46997504.0,0.0017116668057061634,109117440.0,0.0015166052555027401,6430720.0
1780906664.0,0.007098858943973377,20353024.0,0.000488320427927442,16400384.0,0.19999686842608536,57085952.0,0.0032887846189059255,16801792.0,0.0027762218069173894,71200768.0,0.0035858297903713764,53841920.0,0.00037656148244642415,14671872.0,0.004556082576681519,41754624.0,0.002166484268125859,46743552.0,0.001278843020692013,109117440.0,0.0011180835327713814,6168576.0
