timestamp,paymentservice,cpu__frontend,memory__frontend,cpu__checkoutservice,memory__checkoutservice,cpu__paymentservice,memory__paymentservice,cpu__productcatalogservice,memory__productcatalogservice,cpu__cartservice,memory__cartservice,cpu__currencyservice,memory__currencyservice,cpu__shippingservice,memory__shippingservice,cpu__recommendationservice,memory__recommendationservice,cpu__emailservice,memory__emailservice,cpu__adservice,memory__adservice,cpu__redis-cart,memory__redis-cart
1780921455.0,0.10198483684799559,0.006726810955920038,18870272.0,0.0005353482260183969,14872576.0,0.10198483684799559,52604928.0,0.0030719529025455975,15728640.0,0.0023264665588375046,62664704.0,0.0032070397631866624,55115776.0,0.0005626654898499545,14098432.0,0.003270224684789939,40595456.0,0.0015244928242371578,48422912.0,0.0025051103540216415,106840064.0,0.0014627464871885603,17666048.0
1780921470.0,0.04299773380981439,0.00869295087943137,18898944.0,0.0002912768263266697,14843904.0,0.04299773380981439,52404224.0,0.0034128314618588323,15560704.0,0.002823373896086826,63119360.0,0.004054192131398012,55250944.0,0.0005435138994165223,14110720.0,0.004444937440857972,40599552.0,0.0019092504725533171,48418816.0,0.0023272764104122407,107053056.0,0.0012007386850025616,17666048.0
1780921485.0,0.0002725380404237589,0.007379092302638815,18894848.0,0.00039514188054931766,14848000.0,0.0002725380404237589,52326400.0,0.0034785743215876774,15560704.0,0.0026287968009640673,63119360.0,0.0037329880984828183,55549952.0,0.000503600195264823,14118912.0,0.003598142513134861,40599552.0,0.0019661954517516816,48418816.0,0.0030635826277471945,107126784.0,0.0014540837058106472,17223680.0
1780921500.0,0.00031239618170141747,0.00725892019446732,18747392.0,0.0002891168411438219,14802944.0,0.00031239618170141747,52178944.0,0.00205460000000001,15560704.0,0.0027478048443225545,63041536.0,0.0038474507108801573,55029760.0,0.0004940940494762596,14118912.0,0.004427707881417218,40439808.0,0.001634130790059068,48418816.0,0.002803785627819965,107139072.0,0.0015343942115515943,17592320.0
1780921515.0,0.0002620280768705412,0.00817129899235885,19013632.0,0.00039903846153846424,14802944.0,0.0002620280768705412,52195328.0,0.0038063475731613433,15441920.0,0.003150527952852587,63041536.0,0.003989214572120849,55103488.0,0.0005707401250026341,14065664.0,0.004572465945512817,40431616.0,0.002088803088803087,48349184.0,0.0028858993971024693,107139072.0,0.0011258171664068211,17330176.0
1780921530.0,0.0003300941333080068,0.007319202868727262,19013632.0,0.0004349818361282571,14807040.0,0.0003300941333080068,52285440.0,0.0039309318338996545,15441920.0,0.0027541885299114314,63045632.0,0.00427430645022758,55144448.0,0.0006640096456561097,14061568.0,0.00493056077739533,40431616.0,0.0022308076422058094,48349184.0,0.002126197607412484,107298816.0,0.001547703584927273,17068032.0
1780921545.0,0.0002790084077110696,0.009678587283579117,18767872.0,0.0007516354462033052,14807040.0,0.0002790084077110696,52285440.0,0.004658190883190855,15699968.0,0.003699499789631158,63053824.0,0.004427606045386039,55218176.0,0.0005963053728610357,14061568.0,0.005018101457000706,40431616.0,0.0017167909884183844,48353280.0,0.0019052928431857845,107298816.0,0.0015245723172628315,17371136.0
1780921560.0,0.000378832129866783,0.008841595303257684,18755584.0,0.0006515139265068512,14811136.0,0.000378832129866783,52215808.0,0.004186667556089186,15704064.0,0.0033621923123560147,63074304.0,0.004000054210336107,55304192.0,0.0006518517110988619,14065664.0,0.004994093028817421,40435712.0,0.0019256807452044866,48353280.0,0.002176644679090085,107302912.0,0.0015161381596232725,17108992.0
1780921575.0,0.0003574350963327426,0.0058563997661310215,18755584.0,0.0004613808961176153,14811136.0,0.0003574350963327426,52219904.0,0.0026692198931935526,15699968.0,0.0025817889918636375,63074304.0,0.004006914866099938,55341056.0,0.0004432551697944554,14065664.0,0.00458849967896128,40701952.0,0.002067769074557581,48336896.0,0.009000317000271704,107552768.0,0.0015220086914533963,17108992.0
1780921590.0,0.00017247500000010515,0.007308511730054806,18759680.0,0.0005138914293843871,14872576.0,0.00017247500000010515,52219904.0,0.0037687960586238185,15699968.0,0.0029506691289939227,63057920.0,0.0036760215698022907,55341056.0,0.0005905580075662079,14065664.0,0.004763262541893114,40439808.0,0.0019419162752496067,48349184.0,0.012739182113142105,107417600.0,0.0014816055548788009,17108992.0
1780921605.0,0.00028967442879040695,0.007151340911109133,18776064.0,0.0004915319554590972,14921728.0,0.00028967442879040695,52310016.0,0.004184255853020611,15441920.0,0.002971310613232341,63070208.0,0.0036507915993538222,55386112.0,0.0006147369330080552,14073856.0,0.004108327243647056,40439808.0,0.0015760598137179998,48349184.0,0.008942707999058674,107429888.0,0.001586601003530938,17371136.0
1780921620.0,0.00030765184826745236,0.008047611329470362,18845696.0,0.00014646666666666696,14921728.0,0.00030765184826745236,52383744.0,0.004284295976172422,15441920.0,0.003150702181828105,63094784.0,0.003676020478760149,55447552.0,0.0003880673582705953,14061568.0,0.005290959795491513,40689664.0,0.002163798627002312,48607232.0,0.002056514005272081,107429888.0,0.0016115352962692072,17633280.0
1780921635.0,0.0001967250000003418,0.008931234955734203,18849792.0,0.0005131706353127187,14925824.0,0.0001967250000003418,52383744.0,0.004439332472801074,15441920.0,0.0033167532165555586,63037440.0,0.004296497346474536,55775232.0,0.0005604171821175053,14065664.0,0.005112233547479056,40431616.0,0.002253745834896402,48607232.0,0.0016068448910020506,107442176.0,0.0012139129463548544,17371136.0
1780921650.0,0.00031386073672867915,0.009648263313689868,18849792.0,0.0006489410016101734,14929920.0,0.00031386073672867915,52269056.0,0.004165635855291043,15437824.0,0.0027108346356503497,63037440.0,0.004261398547333703,55578624.0,0.000601053733302588,14069760.0,0.005212244249875203,40693760.0,0.002254932880478721,48349184.0,0.0032431991294885735,107474944.0,0.0015937839507487877,17367040.0
1780921665.0,0.0002888389753462271,0.008625361713073171,19161088.0,0.0007151732707441615,14929920.0,0.0002888389753462271,52301824.0,0.004108036716634751,15437824.0,0.0032736610747286176,63078400.0,0.00418527284093958,55885824.0,0.0005886660363314426,14069760.0,0.005212244249875203,40693760.0,0.002150766877181949,48349184.0,0.002885037279133904,107474944.0,0.0012538653047314988,17367040.0
1780921680.0,0.00023884972901300978,0.0075330866347409105,19169280.0,0.000618585477669329,14925824.0,0.00023884972901300978,52342784.0,0.003165855048401267,15441920.0,0.0030460876342810386,63078400.0,0.003773454091193035,55689216.0,0.0005692466994563684,14069760.0,0.005015741130276278,40431616.0,0.0020303954416868897,48881664.0,0.0029144472927225425,107491328.0,0.001444013427825438,17108992.0
1780921695.0,0.0002888738478689075,0.005820575455755773,18915328.0,0.0005072042668364978,14925824.0,0.0002888738478689075,52412416.0,0.0037993439616252943,15441920.0,0.0027831531018782216,63078400.0,0.0036389933402799996,55738368.0,0.0005204498977505088,14065664.0,0.003892367651317246,40431616.0,0.001911633062829434,48349184.0,0.0015607383057507794,107499520.0,0.0014214677461478115,17883136.0
1780921710.0,0.00029349652572768146,0.007684350675952394,18915328.0,0.0004099933155080149,14934016.0,0.00029349652572768146,52445184.0,0.003092709133399409,15441920.0,0.0028415955170207835,63115264.0,0.003745053982519938,56086528.0,0.000578225068618487,14065664.0,0.003860267889409888,40423424.0,0.0019477851083883407,48349184.0,0.001747727611384295,107503616.0,0.0010713797270048009,17891328.0
1780921725.0,0.07599215360285448,0.00791952574603361,18919424.0,0.00040560508973160324,14950400.0,0.07599215360285448,56303616.0,0.00391615784712801,15380480.0,0.0024528663535467476,63180800.0,0.0039051318589080407,55726080.0,0.0006023600439077942,14024704.0,0.004632661195779556,40423424.0,0.001495118088822398,48349184.0,0.001322989195311961,107503616.0,0.00148178466400386,17518592.0
1780921740.0,0.14877638566539464,0.008187725249099023,18956288.0,0.00038148394262469646,14950400.0,0.14877638566539464,56344576.0,0.003954411452560089,15384576.0,0.003239433178597609,63176704.0,0.003982560134182146,56045568.0,0.0006409792677547451,14036992.0,0.004117374681660319,40361984.0,0.0018675571442009254,48324608.0,0.0014805664287359057,107646976.0,0.0014763644573985615,17260544.0
1780921755.0,0.19406246471282643,0.006625815814000587,18960384.0,0.0006156248486902664,15020032.0,0.19406246471282643,56344576.0,0.003147659054024041,15384576.0,0.0024832019180900753,63176704.0,0.00356106327465005,56045568.0,0.0003834000000000041,14036992.0,0.004819009006933742,40361984.0,0.0018360490916654948,48324608.0,0.0013757053001572362,107679744.0,0.0014270952186174765,16998400.0
