timestamp,sample_index,label,frontend__cpu,frontend__memory,checkoutservice__cpu,checkoutservice__memory,paymentservice__cpu,paymentservice__memory,productcatalogservice__cpu,productcatalogservice__memory,cartservice__cpu,cartservice__memory,currencyservice__cpu,currencyservice__memory,shippingservice__cpu,shippingservice__memory,recommendationservice__cpu,recommendationservice__memory,emailservice__cpu,emailservice__memory,adservice__cpu,adservice__memory,redis-cart__cpu,redis-cart__memory
2026-06-08T08:38:20+00:00,0,0,0.008446897627269736,20242432.0,0.0006187426334867726,16658432.0,0.0003984592726862703,53256192.0,0.0036428854723188344,16850944.0,0.0030733482934975293,71385088.0,0.004876600140185111,53899264.0,0.00042709085716288525,14954496.0,0.003869864219289366,41738240.0,0.0022625815028170055,46735360.0,0.00104693918588943,109375488.0,0.0016025113110670513,6684672.0
2026-06-08T08:38:35+00:00,1,0,0.007550815340970669,20508672.0,0.0003368467972416642,16658432.0,0.00031409639363319785,53141504.0,0.0027844150052255645,16912384.0,0.002820661017900221,71356416.0,0.0048204785722403744,53899264.0,0.00046308736759793597,14954496.0,0.004063380281690069,41738240.0,0.002238118048902418,46735360.0,0.0017658047101165467,109416448.0,0.0015064935064935164,6426624.0
2026-06-08T08:38:50+00:00,2,0,0.007531095672553762,20242432.0,0.00032999476181145025,16658432.0,0.00031601161745962384,53161984.0,0.003430709600477006,16986112.0,0.002886733529517725,71356416.0,0.004134767932489448,53968896.0,0.0004765959794743535,14954496.0,0.004686390985111149,41738240.0,0.002127176573830289,46735360.0,0.0018058186611430527,109416448.0,0.0011719042741390592,6426624.0
2026-06-08T08:39:05+00:00,3,0,0.006879127307392281,20254720.0,0.0003516303161693951,16658432.0,0.0003085350266783231,53215232.0,0.003143654742780974,16846848.0,0.0028286781358019568,71380992.0,0.00338442704626341,54272000.0,0.0004254494343814564,14958592.0,0.004696642940613951,41758720.0,0.002208302415697895,46735360.0,0.002231468324452387,109416448.0,0.0015360422489201705,6684672.0
2026-06-08T08:39:20+00:00,4,0,0.0056237264993999276,20254720.0,0.0006166460743569579,16662528.0,0.0002794127808052337,53215232.0,0.0034999660318395342,16846848.0,0.0031175488793514466,71389184.0,0.0033944871083598075,54083584.0,0.0005351096618573195,14954496.0,0.004984176385221992,41758720.0,0.0018196094394522116,46735360.0,0.0011480317823015988,109416448.0,0.0015842342815156716,6684672.0
2026-06-08T08:39:35+00:00,5,0,0.007555520709661656,20254720.0,0.0005764291754341116,16662528.0,0.0003490584659113872,53186560.0,0.0035522073618179523,16846848.0,0.003100827786311645,71647232.0,0.0034090100167793887,54415360.0,0.0005721007473014025,14954496.0,0.004622444136464662,41738240.0,0.0022227515594977843,46735360.0,0.0010283035335777507,109539328.0,0.00158442434876502,6688768.0
2026-06-08T08:39:50+00:00,6,0,0.008434869604316544,20254720.0,0.0006089518229166676,16662528.0,0.0007955537487159725,53227520.0,0.0031163341440615857,16846848.0,0.0033532915284604403,71389184.0,0.003755290981136956,54210560.0,0.0007098086124401969,14954496.0,0.004959793658018647,41738240.0,0.0021726570198640984,46743552.0,0.0007589869087602466,109539328.0,0.0014260957901341953,6688768.0
2026-06-08T08:40:05+00:00,7,0,0.006363998210077493,20254720.0,0.0005083354224116399,16740352.0,0.0007383316805984398,53248000.0,0.003612805150675156,16973824.0,0.002549050271405296,71389184.0,0.0039516948216848586,54353920.0,0.0005920552318214961,14954496.0,0.005018146976658296,41746432.0,0.0017486358543897375,46735360.0,0.001143526965672365,109539328.0,0.0012726950052903187,6168576.0
2026-06-08T08:40:20+00:00,8,0,0.007624482703022216,20291584.0,0.00031179227101847613,16740352.0,0.0007017589661501257,53248000.0,0.0037090969308898564,16961536.0,0.0031113001454742594,71385088.0,0.0035241793371188932,54353920.0,0.000605377727205274,14954496.0,0.00457599338564838,41746432.0,0.0021011854844858314,46735360.0,0.0012337607558629718,109547520.0,0.0014922974712452746,6434816.0
2026-06-08T08:40:35+00:00,9,0,0.005820461992565343,20291584.0,0.0005432577319587545,16932864.0,0.0002581712452377819,53350400.0,0.002050566666666616,16961536.0,0.00265966059136759,71413760.0,0.0037065957619989275,54657024.0,0.0004665906676684529,14954496.0,0.004761528000988942,41738240.0,0.0015609840809650167,46735360.0,0.000898026621585497,109416448.0,0.0014836695593373147,6426624.0
