timestamp,paymentservice,cpu__frontend,memory__frontend,cpu__checkoutservice,memory__checkoutservice,cpu__paymentservice,memory__paymentservice,cpu__productcatalogservice,memory__productcatalogservice,cpu__cartservice,memory__cartservice,cpu__currencyservice,memory__currencyservice,cpu__shippingservice,memory__shippingservice,cpu__recommendationservice,memory__recommendationservice,cpu__emailservice,memory__emailservice,cpu__adservice,memory__adservice,cpu__redis-cart,memory__redis-cart
1780907690.0,0.0003391745000194747,0.008413861640058966,20873216.0,0.0004616257180093563,16650240.0,0.0003391745000194747,53125120.0,0.0036232304966481903,17108992.0,0.002202511607217381,71360512.0,0.004402431678750685,53030912.0,0.0005615049788325091,14688256.0,0.004657317548575068,42004480.0,0.0017802065807283325,46735360.0,0.0013253841184237094,109322240.0,0.0016061662428207945,6426624.0
1780907705.0,0.0002653319537777711,0.006598301707316966,20873216.0,0.0003297640694098339,16654336.0,0.0002653319537777711,53125120.0,0.003771793660026206,16838656.0,0.0027884804758938125,71364608.0,0.0028854750000000704,53030912.0,0.00038515912874815736,14692352.0,0.004799086757990826,41738240.0,0.0021884861282186344,47001600.0,0.0012835281184910802,109322240.0,0.0013512243146568727,6168576.0
1780907720.0,0.00025481249388041425,0.00806977058333521,21254144.0,0.0003871896679610727,16654336.0,0.00025481249388041425,53030912.0,0.0025001249999999863,16838656.0,0.0021339725314797253,71364608.0,0.004290949098502478,53104640.0,0.00039928706941046236,14692352.0,0.004900862971806709,41742336.0,0.002175887777123777,46735360.0,0.0013421550094518135,109326336.0,0.0015509560641458913,6164480.0
1780907735.0,0.0003482234449312604,0.007779973014649291,20578304.0,0.0005649635687069631,16654336.0,0.0003482234449312604,53088256.0,0.003663566722360609,16846848.0,0.00275153200473767,71360512.0,0.003982841744036671,53178368.0,0.0005681689794915786,14692352.0,0.004817608229390045,41738240.0,0.0018090727759034336,46735360.0,0.0012568597243618569,109322240.0,0.0015049953346532936,6684672.0
1780907750.0,0.00019649999999984402,0.006234214752047746,20516864.0,0.0006098803644710402,16658432.0,0.00019649999999984402,53088256.0,0.0034675368232761697,16842752.0,0.0028751920659310184,71389184.0,0.0037772449480304423,53284864.0,0.0005964181048518349,14692352.0,0.00464151471995895,41750528.0,0.0022076436549589434,46739456.0,0.0012412361350021069,109326336.0,0.0014985784199487693,6168576.0
1780907765.0,0.0003789088262718416,0.005178940309387425,20516864.0,0.0004759686757516756,16658432.0,0.0003789088262718416,53035008.0,0.003755598693243665,16908288.0,0.0022854391422332783,71393280.0,0.0037772449480304423,53284864.0,0.0005574347332576742,14692352.0,0.004590244547840062,42004480.0,0.0022095696232478025,46735360.0,0.0014009953186284424,109600768.0,0.0015118055555555835,6426624.0
1780907780.0,0.0003146319846651569,0.00798548059029722,20254720.0,0.00043906341551359213,16654336.0,0.0003146319846651569,53047296.0,0.0037742830372398247,17182720.0,0.0032626101913566376,71397376.0,0.0040970160223431345,53391360.0,0.0005929046745915678,14692352.0,0.005090050157471256,41738240.0,0.002168962746111017,46735360.0,0.0019602192859151193,109473792.0,0.001583802881950872,6422528.0
1780907795.0,0.0002501810095159659,0.008281339231851988,20258816.0,0.0005891409118727044,16654336.0,0.0002501810095159659,53092352.0,0.004056844937773293,16908288.0,0.003265668721705306,71393280.0,0.004160978903569531,53694464.0,0.0006067898131859047,14692352.0,0.004040185478157817,41738240.0,0.0022455687287239873,46743552.0,0.0020874648113567585,109473792.0,0.0015329319167300174,6172672.0
1780907810.0,0.0003529113133127385,0.00507970000000005,20258816.0,0.0004637750000000107,16654336.0,0.0003529113133127385,53166080.0,0.004243289888710327,17022976.0,0.003752627635663075,71417856.0,0.003590798544021103,53596160.0,0.0008220268339155294,14692352.0,0.005516678752719408,41746432.0,0.002322556237813984,46735360.0,0.0018720005259351947,109469696.0,0.0016364228667507068,6172672.0
1780907825.0,0.00035539787320066203,0.009114626408489231,20369408.0,0.0006577968994785761,16654336.0,0.00035539787320066203,53166080.0,0.0033525981983871947,17022976.0,0.0037598564700605597,71389184.0,0.003757387986584643,53596160.0,0.0007425407859001375,14692352.0,0.0053021833216468795,41738240.0,0.002239510489510572,46735360.0,0.0012639011473963159,109473792.0,0.0015493465261681605,6164480.0
