timestamp,frontend__cpu,frontend__memory,checkoutservice__cpu,checkoutservice__memory,paymentservice__cpu,paymentservice__memory,productcatalogservice__cpu,productcatalogservice__memory,cartservice__cpu,cartservice__memory,currencyservice__cpu,currencyservice__memory,shippingservice__cpu,shippingservice__memory,recommendationservice__cpu,recommendationservice__memory,emailservice__cpu,emailservice__memory,adservice__cpu,adservice__memory,redis-cart__cpu,redis-cart__memory
2026-06-08T12:27:15+00:00,0.008931234955734203,18849792.0,0.0005131706353127187,14925824.0,0.0001967250000003418,52383744.0,0.004439332472801074,15441920.0,0.0033167532165555586,63037440.0,0.004296497346474536,55775232.0,0.0005604171821175053,14065664.0,0.005112233547479056,40431616.0,0.002253745834896402,48607232.0,0.0016068448910020506,107442176.0,0.0012139129463548544,17371136.0
2026-06-08T12:27:30+00:00,0.009648263313689868,18849792.0,0.0006489410016101734,14929920.0,0.00031386073672867915,52269056.0,0.004165635855291043,15437824.0,0.0027108346356503497,63037440.0,0.004261398547333703,55578624.0,0.000601053733302588,14069760.0,0.005212244249875203,40693760.0,0.002254932880478721,48349184.0,0.0032431991294885735,107474944.0,0.0015937839507487877,17367040.0
2026-06-08T12:27:45+00:00,0.008625361713073171,19161088.0,0.0007151732707441615,14929920.0,0.0002888389753462271,52301824.0,0.004108036716634751,15437824.0,0.0032736610747286176,63078400.0,0.00418527284093958,55885824.0,0.0005886660363314426,14069760.0,0.005212244249875203,40693760.0,0.002150766877181949,48349184.0,0.002885037279133904,107474944.0,0.0012538653047314988,17367040.0
2026-06-08T12:28:00+00:00,0.0075330866347409105,19169280.0,0.000618585477669329,14925824.0,0.00023884972901300978,52342784.0,0.003165855048401267,15441920.0,0.0030460876342810386,63078400.0,0.003773454091193035,55689216.0,0.0005692466994563684,14069760.0,0.005015741130276278,40431616.0,0.0020303954416868897,48881664.0,0.0029144472927225425,107491328.0,0.001444013427825438,17108992.0
2026-06-08T12:28:15+00:00,0.005820575455755773,18915328.0,0.0005072042668364978,14925824.0,0.0002888738478689075,52412416.0,0.0037993439616252943,15441920.0,0.0027831531018782216,63078400.0,0.0036389933402799996,55738368.0,0.0005204498977505088,14065664.0,0.003892367651317246,40431616.0,0.001911633062829434,48349184.0,0.0015607383057507794,107499520.0,0.0014214677461478115,17883136.0
2026-06-08T12:28:30+00:00,0.007684350675952394,18915328.0,0.0004099933155080149,14934016.0,0.00029349652572768146,52445184.0,0.003092709133399409,15441920.0,0.0028415955170207835,63115264.0,0.003745053982519938,56086528.0,0.000578225068618487,14065664.0,0.003860267889409888,40423424.0,0.0019477851083883407,48349184.0,0.001747727611384295,107503616.0,0.0010713797270048009,17891328.0
2026-06-08T12:28:45+00:00,0.00791952574603361,18919424.0,0.00040560508973160324,14950400.0,0.07599215360285448,56303616.0,0.00391615784712801,15380480.0,0.0024528663535467476,63180800.0,0.0039051318589080407,55726080.0,0.0006023600439077942,14024704.0,0.004632661195779556,40423424.0,0.001495118088822398,48349184.0,0.001322989195311961,107503616.0,0.00148178466400386,17518592.0
2026-06-08T12:29:00+00:00,0.008187725249099023,18956288.0,0.00038148394262469646,14950400.0,0.14877638566539464,56344576.0,0.003954411452560089,15384576.0,0.003239433178597609,63176704.0,0.003982560134182146,56045568.0,0.0006409792677547451,14036992.0,0.004117374681660319,40361984.0,0.0018675571442009254,48324608.0,0.0014805664287359057,107646976.0,0.0014763644573985615,17260544.0
2026-06-08T12:29:15+00:00,0.006625815814000587,18960384.0,0.0006156248486902664,15020032.0,0.19574952972695672,56377344.0,0.003629967644761808,15384576.0,0.0024832019180900753,63176704.0,0.00356106327465005,56045568.0,0.0004377232767241851,14286848.0,0.004532381018988018,40361984.0,0.00184249122082211,48316416.0,0.0013757053001572362,107679744.0,0.0014270952186174765,16998400.0
2026-06-08T12:29:30+00:00,0.007681066570416648,18964480.0,0.0006369244500446244,15106048.0,0.2002067555609804,56377344.0,0.003402618657937796,15384576.0,0.0028410867781089085,63401984.0,0.003755118207698974,55861248.0,0.00047001328086947777,14286848.0,0.0027737750000000005,40361984.0,0.001398837510647677,48316416.0,0.0005513666666666713,107679744.0,0.0013726384364820877,16998400.0
2026-06-08T12:29:45+00:00,0.0074084176073182266,18964480.0,0.0005720192970365248,15192064.0,0.20010309278350527,56446976.0,0.003426734258271041,15646720.0,0.002813107609788802,63406080.0,0.0035588476140846845,55861248.0,0.0005467914992336037,14028800.0,0.004424100456971664,40361984.0,0.001975917015882874,48312320.0,0.0013920352498862578,107679744.0,0.001353676611206726,17260544.0
2026-06-08T12:30:00+00:00,0.007686670878079615,18968576.0,0.00043319743739079597,15208448.0,0.199798927367453,56332288.0,0.003799578934883188,15380480.0,0.0021105854663136534,63152128.0,0.0034927478569103613,55963648.0,0.000589449975793041,14024704.0,0.0045213392533526775,40361984.0,0.0020368387575532935,48312320.0,0.002226051428835231,107589632.0,0.001379056386651323,16998400.0
2026-06-08T12:30:15+00:00,0.007736473412641552,18972672.0,0.0004175741956937401,15302656.0,0.16621878661087877,56340480.0,0.0034818117557501153,15380480.0,0.002824360105913547,63152128.0,0.0036502944915803625,56270848.0,0.0005614324357582299,14024704.0,0.003302792629500715,40370176.0,0.0016054924989235262,48316416.0,0.0019342394536552149,107597824.0,0.0010617449604380217,16998400.0
2026-06-08T12:30:30+00:00,0.0059620912438689425,18972672.0,0.000349242206432001,15454208.0,0.19735920809001561,52084736.0,0.0033342277513518166,15638528.0,0.002420681097476891,63127552.0,0.0025437954766114926,55996416.0,0.0005512345221324164,14024704.0,0.0035934552437660023,40370176.0,0.0019154189528503586,48312320.0,0.0021946271102391093,107859968.0,0.0013931057938540257,16850944.0
2026-06-08T12:30:45+00:00,0.00712255117104896,18997248.0,0.0003762823547979821,15044608.0,0.1438581290849674,52133888.0,0.0033934561338443067,15372288.0,0.0026567912020144737,63447040.0,0.003821756870837619,56045568.0,0.000494421703186447,14024704.0,0.0045007698511621095,40284160.0,0.0019482482081098526,48414720.0,0.004520024888520178,107601920.0,0.0015160271879021774,17002496.0
2026-06-08T12:31:00+00:00,0.007311943603416347,18804736.0,0.00042825913313995274,15048704.0,0.06707828363224741,51834880.0,0.0035828404362982275,15335424.0,0.0028982951920037024,63451136.0,0.0037988891666964194,56033280.0,0.00041141473948060503,13946880.0,0.004731120806066218,40288256.0,0.0019422734535494237,48455680.0,0.0042356273329206716,107618304.0,0.0012936016474123593,17002496.0
2026-06-08T12:31:15+00:00,0.004521833333333328,18804736.0,0.00036636326023996925,15044608.0,0.0002629955584799189,51834880.0,0.003011828439745632,15335424.0,0.0028982951920037024,63451136.0,0.004470826247581115,56078336.0,0.0006178305735541152,13950976.0,0.003506004049620717,40288256.0,0.0019446053787354756,48455680.0,0.004429170929285766,107606016.0,0.0016144784750482,17006592.0
2026-06-08T12:31:30+00:00,0.008411537517022706,18935808.0,0.0005476280683562985,15048704.0,0.00029052780395858737,51884032.0,0.004157393524334384,15339520.0,0.0031925234893351536,63459328.0,0.003493047204890352,56078336.0,0.0006098302884169505,13963264.0,0.005027035368187159,40284160.0,0.0019171964554684205,48455680.0,0.0013717413221950158,107618304.0,0.0014843601622975117,17268736.0
2026-06-08T12:31:45+00:00,0.008511630672628633,18935808.0,0.0005437873149313264,15048704.0,0.0002988318454090619,51884032.0,0.004168824300397801,15593472.0,0.0031357384110823074,63455232.0,0.004288788042987487,56197120.0,0.0006962136012652372,13959168.0,0.004863110522832623,40284160.0,0.0018880719625400514,48455680.0,0.0013881001408908708,107618304.0,0.001243044153535894,17006592.0
2026-06-08T12:32:00+00:00,0.006520458172333864,18948096.0,0.0007830249239442955,15048704.0,0.00034900542495511157,51933184.0,0.0030236978127908816,15339520.0,0.0020938214013242373,63463424.0,0.004539583446922181,56295424.0,0.0007308631921824151,13959168.0,0.005064610789425371,40284160.0,0.001867398628178102,48455680.0,0.00144459628412756,107618304.0,0.0014968303550921046,16744448.0
2026-06-08T12:32:15+00:00,0.008327666652265968,18980864.0,0.0007818703319796634,15048704.0,0.10185242608750229,56209408.0,0.00375923560882212,15593472.0,0.003783667975322521,63647744.0,0.004513302077842784,56340480.0,0.0006031674496294088,13959168.0,0.004747907669396831,40550400.0,0.0018352066000787881,48455680.0,0.0014240953349803497,107614208.0,0.001488418483490163,16744448.0
