timestamp,alarm_frontend_cpu__frontend,alarm_frontend_probe_duration,alarm_frontend_probe_success,cpu__adservice,cpu__cartservice,cpu__checkoutservice,cpu__currencyservice,cpu__emailservice,cpu__frontend,cpu__loadgenerator,cpu__paymentservice,cpu__productcatalogservice,cpu__recommendationservice,cpu__redis-cart,cpu__shippingservice,fs_reads__frontend,fs_reads__productcatalogservice,fs_reads__redis-cart,fs_reads__shippingservice,fs_writes__frontend,fs_writes__productcatalogservice,fs_writes__redis-cart,fs_writes__shippingservice,memory__adservice,memory__cartservice,memory__checkoutservice,memory__currencyservice,memory__emailservice,memory__frontend,memory__loadgenerator,memory__paymentservice,memory__productcatalogservice,memory__recommendationservice,memory__redis-cart,memory__shippingservice,restart__adservice__server,restart__cartservice__server,restart__checkoutservice__server,restart__currencyservice__server,restart__emailservice__server,restart__frontend__server,restart__loadgenerator__main,restart__paymentservice__server,restart__productcatalogservice__server,restart__recommendationservice__server,restart__redis-cart__redis,restart__shippingservice__server,running__adservice,running__cartservice,running__checkoutservice,running__currencyservice,running__emailservice,running__frontend,running__loadgenerator,running__paymentservice,running__productcatalogservice,running__recommendationservice,running__redis-cart,running__shippingservice
1780601084,0.1999703569268005,0.038069368,1,0.0020361905769391187,0.005707702296110706,0.0004799900739938938,0.007435089692007565,0.0018681365905258976,0.1999703569268005,0.0037670626075670846,0.00028193975212253004,0.006789318567473408,0.005423210562890721,0.0022125917406068136,0.0008983697476023044,0,0,0,0,0,0,0,0,92332032,52854784,9457664,98672640,43446272,19156992,50696192,28495872,9723904,42479616,5693440,8781824,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1780601099,0.19976603854784783,0.034084576,1,0.0022229260545171487,0.007669204697345794,0.00048066820529727567,0.007537432004069807,0.0018584901403366147,0.19976603854784783,0.0036244704458341733,0.00036893818642328786,0.006679646052348373,0.005360506712680598,0.0021953686929382416,0.0007525781918013674,0,0,0,0,0,0,0,0,92327936,52887552,9457664,98660352,43446272,19259392,50696192,27959296,9408512,42479616,5693440,8781824,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1780601114,0.1998727440701277,0.030837418,1,0.0020783653929544216,0.006895766267788714,0.0003325942921962253,0.007025342831700637,0.0017995166163142515,0.1998727440701277,0.0032257062928463375,0.0003818464782368594,0.006517292266679579,0.005123526893350552,0.0020905517299061207,0.0007969720411095114,0,0,0,0,0,0,0,0,92327936,52871168,9457664,98648064,43446272,19406848,50700288,28073984,9416704,42479616,5693440,8908800,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1780601129,0.15401676093906666,0.015402785,1,0.0017925851509923544,0.007384207980653171,0.00031181825989864037,0.007178701703438558,0.001791597512447764,0.15401676093906666,0.0026220749989313784,0.0002817669820473438,0.006641775833881815,0.005232774712739221,0.002361485687248648,0.0008559668868012073,0,0,0,0,0,0,107.66763925032201,0,92327936,52842496,9457664,99479552,43446272,15282176,50700288,28356608,9445376,42479616,5693440,8908800,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1780601144,0.09927189812424625,0.077311418,1,0.002103486263799289,0.00848949044585992,0.00047763408946367383,0.005936313489718586,0.0018425173197154177,0.09927189812424625,0.003528044257505879,0.00038541992257939864,0.006811319853906431,0.005644146846515393,0.0025707036635086358,0.0008383758500533377,0,0,0,0,0,0,120.14196462616958,0,92327936,52842496,9457664,99479552,43446272,15400960,50716672,28479488,9494528,42479616,5693440,8908800,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1780601159,0.04313389104096232,0.016463978,1,0.0023004270124940026,0.00947807152175575,0.0006638650015124742,0.008890622619084087,0.001960449099356106,0.04313389104096232,0.0036162643999089836,0.00046148320304246603,0.007943341732893924,0.006140981933244821,0.0025766279039517617,0.0011965617765583288,0,0,0,0,0,0,0,0,92327936,52871168,9621504,99110912,43446272,15495168,50720768,28758016,9617408,42479616,5955584,8908800,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1780601174,0.020692417296493505,0.019389246,1,0.002606285006462706,0.010716025853496828,0.0009603713553044055,0.009798669385127197,0.0022095816286129217,0.020692417296493505,0.004212541694463034,0.0004925648902542236,0.009206196365980438,0.0066357457931709345,0.0025730794648757497,0.001256375756834443,0,0,0,0,0,0,0,0,92209152,52871168,9625600,99512320,43446272,15204352,50724864,29016064,9768960,42479616,5693440,8908800,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1780601189,0.020381289132380177,0.016576336,1,0.0035947394057475944,0.010041241350962625,0.0007437963556450766,0.009555116893816964,0.0022846534653464864,0.020381289132380177,0.0038868838680969618,0.00045922411933069896,0.008923498492380406,0.0067308481119556385,0.002536446852232392,0.001209010854875979,0,0,0,0,0,0,0,0,92221440,52875264,9621504,99512320,43446272,15204352,50724864,29016064,9502720,42479616,5955584,8908800,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1780601204,0.018850030481610033,0.018450934,1,0.0032029539837588935,0.008588618325675085,0.0007572782532192149,0.008785402536729258,0.002434014457579774,0.018850030481610033,0.003649803235679904,0.0005114035676716107,0.007857287889775237,0.006208068679486219,0.0020615006781669535,0.0011981754420384275,0,0,0,0,0,0,0,0,92221440,52871168,9621504,99921920,43446272,15163392,50995200,28614656,9490432,42479616,5955584,8908800,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1780601219,0.014650363828250081,0.064153237,1,0.0031414676162265973,0.003487100000000017,0.000501602765274,0.007936121606185698,0.0022960379214739413,0.014650363828250081,0.003259091013904583,0.0007088945602344078,0.007772683599298123,0.005782644865174968,0.002410918901761672,0.0008190547502847,0,0,0,0,0,0,0,0,92225536,52871168,9621504,99524608,43446272,15405056,50745344,29028352,9490432,42479616,5693440,8908800,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1780601234,0.01635457317092597,0.041386645,1,0.0025033879045494793,0.008304514734954574,0.0019762362133344943,0.008612721862941179,0.002453797481571226,0.01635457317092597,0.003943398403248848,0.000629813998329394,0.008639845547798224,0.006180031010126147,0.0026102490268223536,0.0013635277671877192,0,0,0,0,0,0,0,0,92225536,52842496,9453568,99352576,43446272,15134720,50745344,29241344,9490432,42479616,5693440,8908800,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1780601249,0.01667958525595105,0.033374706,1,0.00248560030719344,0.008176935793753672,0.002221174051057385,0.010172035799356983,0.0023674565630664845,0.01667958525595105,0.004878390046270636,0.0008034299603889091,0.009640912185159684,0.006356952673816778,0.0027583497698881803,0.0012647362908911294,0,0,0,0,0,0,0,0,92487680,52842496,9453568,100016128,43446272,15134720,50757632,29532160,9490432,42487808,5693440,8908800,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1780601264,0.020782333858117643,0.020850521,1,0.0023755702581985455,0.004998949262065072,0.0007782283925955321,0.010575174672489297,0.002399982203238978,0.020782333858117643,0.004719936813005879,0.0004924337363039953,0.008274712915828372,0.006515719670804667,0.0027018100350472444,0.0014599077436451046,0,0,0,0,0,0,0,0,92225536,52822016,9453568,99282944,43446272,15548416,50757632,29532160,9506816,42479616,5955584,8916992,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1780601279,0.017920766480241882,0.017732793,1,0.0023921194546195107,0.007786793285291313,0.0009431507800564469,0.00868054273385,0.002199625016163056,0.017920766480241882,0.004313961635327392,0.0005909444923905891,0.007798320311356905,0.006287708498808542,0.0025538662033014778,0.0013194882579740444,0,0,0,0,0,0,0,0,92225536,52850688,9453568,99958784,43446272,15175680,51273728,29134848,9580544,42479616,5693440,8916992,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1780601294,0.01664450874079124,0.016720932,1,0.0025137330845712803,0.007305961248508964,0.0009098973817972235,0.008837506766374811,0.002215548961424288,0.01664450874079124,0.0036662022847590964,0.0005050227698901751,0.007238044689772006,0.006268939509138713,0.0024915600515719584,0.0012644678426904689,0,0,0,0,0,0,0,0,92258304,52850688,9453568,100204544,43446272,15261696,51023872,29274112,9609216,42479616,5693440,8916992,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1780601309,0.01716441210630545,0.016891325,1,0.0027076247488451977,0.0075369327447870485,0.0009972999857894155,0.008668900035166342,0.002175484671951141,0.01716441210630545,0.0039997378768021905,0.0003453596798324462,0.007261408986580069,0.006005044258518316,0.0024785262017828617,0.0012273671880903675,0,0,0,0,0,0,0,0,92639232,52817920,9535488,99557376,43446272,15364096,50774016,29487104,9732096,42450944,5955584,8916992,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1780601324,0.01710446278939778,0.054097157,1,0.0026061307978256097,0.006899444499065708,0.0010536948176583841,0.008631952818398932,0.002302976575373942,0.01710446278939778,0.003891568849198552,0.0005659275125964509,0.0075758024883967245,0.00609895060419782,0.0025671437343536066,0.0009543296006885751,0,0,0,0,0,0,0,0,92381184,52813824,9535488,99827712,43446272,15364096,50778112,29728768,9482240,42459136,5693440,8916992,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1780601339,0.01801962411809987,0.01256224,1,0.002615906692902169,0.007807995278200418,0.0010624943062767585,0.008341414522557388,0.00231991330423686,0.01801962411809987,0.0039946900765801515,0.0006297247146742547,0.00765231905991278,0.004261642063628018,0.002559068754793564,0.0011463374417741673,0,0,0,0,0,0,0,0,92381184,52842496,9535488,99975168,43446272,15265792,50778112,29904896,9904128,42459136,5697536,8916992,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1780601354,0.015349585805601246,0.014328828,1,0.0023059893314170262,0.008073990940709956,0.0009853465080325318,0.007051537260203539,0.002259299071106968,0.015349585805601246,0.003583738612233679,0.000535737459445967,0.007626033015270982,0.005836005932242618,0.0025168554386435288,0.0010349327006875391,0,0,0,0,0,0,0,0,92381184,52871168,9535488,100085760,43446272,15056896,50786304,30093312,9543680,42459136,5693440,8916992,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1780601369,0.015892571949193118,0.069410433,1,0.002469255410578885,0.00829009228986467,0.0009834781895703252,0.007600097589538468,0.0022312458769201556,0.015892571949193118,0.003432426234520828,0.0005196811771919115,0.007350636092351036,0.006089330753973215,0.0024925830881892355,0.0007310795301085194,0,0,0,0,0,0,0,0,92385280,52846592,9543680,100478976,43446272,14819328,50786304,29773824,9777152,42467328,5955584,8916992,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1780601384,0.016037029960256834,0.038687197,1,0.0028672163228641813,0.007804290352504419,0.0006506102522376029,0.00728949194356625,0.001718396408400999,0.016037029960256834,0.0038739124333426822,0.00046840895482026394,0.006639642811737346,0.006172429503165376,0.0024901736066896113,0.0010029165609941766,0,0,0,0,0,0,0,0,92270592,52813824,9543680,100478976,43446272,15355904,50790400,29962240,9777152,42467328,5693440,8916992,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1780601399,0.01759995454545498,0.046147042,1,0.0026260214087269074,0.007627498642393779,0.0007169965684157739,0.008153307917615983,0.0022900815349588747,0.01759995454545498,0.0036311886493205743,0.0005274534248740132,0.007481016946858539,0.006400232847893182,0.0024923823591475425,0.0011349496237099545,0,0,0,0,0,0,0,0,92266496,52817920,9543680,100298752,43446272,15155200,50798592,30232576,9605120,42467328,5693440,8916992,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1780601414,0.016778102460632233,0.030721929,1,0.002694709831145446,0.007138269955627661,0.0007349444353652724,0.00815516910332728,0.0021338631790744325,0.016778102460632233,0.0025561914690805628,0.0004643309062999187,0.007124950423652541,0.005672162838298746,0.002382892255041172,0.001000197481019854,0,0,0,0,0,0,0,0,92270592,53338112,9551872,100077568,43446272,15253504,50806784,30474240,9728000,42467328,5697536,8916992,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1780601429,0.01696319691777024,0.014089415,1,0.0023421886031266396,0.007566974235535476,0.0009925717309945822,0.006323766442136441,0.002052763169238737,0.01696319691777024,0.0034213896267300307,0.0005015973504499046,0.006556241379310133,0.005716150751292994,0.002380938741216,0.0011804415129896282,0,0,0,0,0,0,78.21570424686833,0,92270592,52871168,9805824,100179968,43446272,15118336,50806784,30474240,9728000,42467328,5693440,8916992,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1780601444,0.015361171659296855,0.014620944,1,0.002515079117122786,0.007408766502901251,0.0007202078743281983,0.008234785952319698,0.0015823050930075997,0.015361171659296855,0.00349490392194169,0.0005965890157826142,0.006450999520777481,0.004131860103875364,0.0023014907399717256,0.0009916470733820032,0,0,0,0,0,0,85.0427705340088,0,92401664,52871168,9879552,101031936,43446272,15069184,50814976,30089216,9379840,42467328,5955584,9175040,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1780601459,0.015263257218343925,0.022485278,1,0.0020262489604433134,0.007561591068265213,0.0010308011440425058,0.008022733923064782,0.0019524205030850205,0.015263257218343925,0.0033547893588690638,0.0005779501932409148,0.005427710799102254,0.005271549230591268,0.0017659924787262705,0.0009397976952124054,0,0,0,0,0,0,108.04984902552842,0,92401664,52871168,9879552,101171200,43446272,15261696,50814976,30265344,9379840,42467328,5955584,8941568,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1780601474,0.014942122186495672,0.059860726,1,0.0024770446884425355,0.007849739007671778,0.0006692702884906144,0.007884954234635881,0.0018673655944695324,0.014942122186495672,0.002761090209760864,0.0004454259718775922,0.006257407069416754,0.005083358419310101,0.0022211662668388606,0.000598664648670138,0,0,0,0,0,0,0,0,92401664,52871168,10108928,101425152,43446272,15110144,50819072,30470144,9502720,42467328,5693440,8941568,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1780601489,0.01710050830806031,0.017863214,1,0.0024306738674535542,0.007987182744699218,0.0005940801798426163,0.009536357492148106,0.0016145587027443628,0.01710050830806031,0.003599675989085868,0.00047073985252258846,0.007032265197128942,0.005268998556241009,0.002305709660010825,0.0009117694543106275,0,0,0,0,0,0,0,0,92401664,52871168,10108928,101367808,43446272,15175680,50823168,30736384,9564160,42467328,5955584,9211904,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
