scenario_id,alarm_column,expected_kpis,expected_service,expected_kpi_rank,expected_service_rank,hit_at_1,hit_at_3,hit_at_5,top1,top5,paa_size,segment_start_index,segment_end_index,segment_source,segment_start_epoch,segment_end_epoch,candidate_count,ranked_count,config,ranking_path,topk_scores_plot,timeseries_plot,ablation_path
realtime-paymentservice-cpu,paymentservice,['cpu__paymentservice'],paymentservice,2,2,False,True,True,memory__productcatalogservice,"['memory__productcatalogservice', 'cpu__paymentservice', 'memory__recommendationservice', 'memory__emailservice', 'cpu__adservice']",16,5,13,automatic_trend_detection,1780921605.0,1780921710.0,22,22,"{'paa_size': 16, 'alphabet_size': 9, 'granger_lag': 2, 'trend_lag': 2, 'anomaly_gamma': 1.8, 'lambda_weight': 0.9, 'min_segment_bins': 8}",D:\software-test-final-aiops\aiops_agent\runtime_outputs\kpiroot_realtime_20260608_202918\realtime-paymentservice-cpu\ranking.csv,D:\software-test-final-aiops\aiops_agent\runtime_outputs\kpiroot_realtime_20260608_202918\realtime-paymentservice-cpu\topk_scores.png,D:\software-test-final-aiops\aiops_agent\runtime_outputs\kpiroot_realtime_20260608_202918\realtime-paymentservice-cpu\alarm_top_candidates.png,D:\software-test-final-aiops\aiops_agent\runtime_outputs\kpiroot_realtime_20260608_202918\realtime-paymentservice-cpu\ablation_summary.csv
